model_name,val_year,best_val_rmse,best_val_mae,best_val_mape,best_val_r2,seed,n_train_samples,n_val_samples
rf,2015,0.9707092727326854,0.793249374944584,14.647288920453319,0.5101586986565197,42,462,33
rf,2016,1.2491281462184405,0.9412212025853557,17.024718971117707,0.45269958071814465,42,495,33
rf,2017,1.2404214167384056,0.8924479365792204,20.444703954917966,0.5760363141687187,42,528,28
rf,2018,0.8130868330053487,0.5981225986628405,11.695015698959129,0.4457598889434077,42,556,28
rf,2019,0.7585529836839359,0.5997549065567458,9.434149755698826,0.3057211771626135,42,584,33
rf,2015,0.970709272732685,0.7932493749445837,14.647288920453313,0.5101586986565201,,42,462,33
rf,2016,1.2491281462184403,0.9412212025853558,17.024718971117707,0.45269958071814476,,42,495,33
rf,2017,1.2404214167384053,0.8924479365792203,20.44470395491797,0.5760363141687188,,42,528,28
rf,2018,0.8130868330053485,0.5981225986628402,11.695015698959125,0.445759888943408,,42,556,28
rf,2019,0.7585529836839359,0.5997549065567457,9.434149755698826,0.3057211771626137,,42,584,33
