model_name,val_year,province_rmse,province_mae,province_mape,n_val_samples
graph,2015,0.018573284149169922,0.018573284149169922,0.2515491545200348,1
graph,2016,0.2756385803222656,0.2756385803222656,3.558004379272461,1
graph,2017,0.3020801544189453,0.3020801544189453,3.8693995475769043,1
graph,2018,0.7901768684387207,0.7901768684387207,11.94197940826416,1
graph,2019,0.10851049423217773,0.10851049423217773,1.5035359859466553,1
